Stage,TimeStep,Node,r_U,r_D,P_lsh,delta_RT,s
RT,411,91,0.0,0.0414812276,0.0,-21.182911746423827,0.0
RT,411,92,0.0,0.0,0.0,-22.207858576443556,0.0
RT,411,93,0.0,0.0,0.0,-23.323796455168292,0.0
RT,411,94,0.0,0.0,0.0,-20.786242196855426,0.0
RT,411,95,0.0,0.0,0.0,-18.192667040378495,0.0
RT,411,96,0.0,0.0,0.0,-16.097729587862915,0.0
RT,411,97,0.0,0.0,0.0,-20.430879272813968,0.0
RT,411,98,0.0,0.0,0.0,-26.52627121651375,0.0
RT,411,99,0.0,0.023182299,0.0,-32.26776512338,0.0
RT,411,100,0.0,0.0,0.0,-27.062441576293054,0.0
RT,411,101,0.0,0.0,0.0,-23.091348097610705,0.0
RT,411,102,0.0,0.0674328587,0.0,-41.15147236606441,0.0
RT,411,103,0.0,0.0,0.0,-46.534250855335756,0.0
RT,411,104,0.0,25.6639299,0.0,-47.06033580214023,0.0
RT,411,105,0.0,0.0,0.0,-45.780063340452955,0.0
RT,411,106,0.0,0.0,0.0,-54.366053531692614,0.0
RT,411,107,0.0,0.0,0.0,-48.33186938445374,0.0
RT,411,108,0.0,0.0,0.0,-48.8679425425222,0.0
RT,411,109,0.0,0.0,0.0,-50.44675029799751,0.0
RT,411,110,0.0,0.0,0.0,-50.44675029799751,0.0
RT,411,111,0.0,0.0,0.0,-49.31102306068698,0.0
RT,411,112,0.0,0.0,0.0,4.63531106136557,0.0
RT,411,113,0.0,0.0,0.0,7.028358631980751,0.0
RT,411,114,0.0,0.0,0.0,7.079955356059372,0.0
RT,411,115,0.0,0.0,0.0,-12.29039547078412,0.0
RT,411,116,0.0,0.0,0.0,5.226849265660917,0.0
RT,411,117,0.0,0.0,0.0,-6.808212631056051,0.0
RT,412,0,0.0,0.0,0.0,0.0,0.0
RT,412,1,0.0,0.0,0.0,0.004614878325355676,0.0
RT,412,2,0.0,0.0,0.0,1.6241450850772026,66.77999554569601
RT,412,3,0.0,0.0,0.0,-1.0572702582666125,0.0
RT,412,4,0.0,0.0,0.0,-1.2039628912563671,0.0
RT,412,5,0.0,0.0351854419,0.0,-0.321209543849136,0.0
RT,412,6,0.0,0.0,0.0,-0.2519991718607173,0.0
RT,412,7,0.0,0.0,0.0,-3.1206757341009563,0.0
RT,412,8,0.0,0.0,0.0,-3.1165586881050444,0.0
RT,412,9,0.0,0.142112402,0.0,-3.112212167414299,0.0
RT,412,10,0.0,0.0,0.0,-0.46256115367444295,0.0
RT,412,11,0.0,0.0,0.0,-0.30017647471194664,0.0
RT,412,12,0.0,0.0,0.0,-0.9193838604723794,0.0
RT,412,13,0.0,0.0,0.0,-1.2420772637698008,0.0
RT,412,14,0.0,0.0,0.0,-4.52166041605102,0.0
RT,412,15,0.0,0.0,0.0,-1.427304508126923,0.0
RT,412,16,0.0,0.0,0.0,-4.9856046502793845,0.0
RT,412,17,0.0,0.0,0.0,-4.64169108145137,0.0
RT,412,18,0.0,0.00839006319,0.0,-5.0399469868758615,0.0
RT,412,19,0.0,0.0,0.0,-4.987199824124389,0.0
RT,412,20,0.0,0.0,0.0,-5.330524000599667,0.0
RT,412,21,0.0,0.0,0.0,-6.061878783970684,0.0
RT,412,22,0.0,0.0,0.0,-7.657728920500631,0.0
RT,412,23,0.0,0.144532093,0.0,-10.389968650916131,0.0
RT,412,24,0.0,0.0,0.0,-6.5915040291454545,0.0
RT,412,25,0.0,0.02043436,0.0,-6.749176293908562,0.0
RT,412,26,0.0,0.0154316262,0.0,-3.7340989883813904,0.0
RT,412,27,0.0,0.0,0.0,-3.3371156466305365,0.0
RT,412,28,0.0,0.0,0.0,-3.299575811496311,0.0
RT,412,29,0.0,0.0,0.0,-7.0979278344048,0.0
RT,412,30,0.0,0.0259441069,0.0,-3.4847649630070805,0.0
RT,412,31,0.0,0.0,0.0,-4.150212282387116,0.0
RT,412,32,0.0,0.0,0.0,-8.2805667261444,0.0
RT,412,33,0.0,0.00117530867,0.0,-13.173324733405934,0.0
RT,412,34,0.0,0.0,0.0,-12.970737186029169,0.0
RT,412,35,0.0,0.0,0.0,-12.969395296398545,0.0
RT,412,36,0.0,0.0,0.0,-13.386817316954051,0.0
RT,412,37,0.0,0.0,0.0,-14.518084131510989,0.0
RT,412,38,0.0,0.0,0.0,-15.220762795158919,0.0
RT,412,39,0.0,0.0,0.0,-16.675389480288715,0.0
RT,412,40,0.0,0.0,0.0,-17.970355641131846,0.0
RT,412,41,0.0,0.105404838,0.0,-22.807375677180033,0.0
RT,412,42,0.0,0.0,0.0,-18.610672976926054,0.0
RT,412,43,0.0,0.0,0.0,-27.651358792094783,0.0
RT,412,44,0.0,0.0,0.0,-31.330672997959738,0.0
RT,412,45,0.0,0.0,0.0,-33.91982217897424,0.0
RT,412,46,0.0,0.0,0.0,-35.28967731494049,0.0
RT,412,47,0.0,0.0,0.0,-36.81142933664671,0.0
RT,412,48,0.0,0.0,0.0,-37.83625691052217,0.0
RT,412,49,0.0,0.0,0.0,-38.33659677639281,0.0
RT,412,50,0.0,0.0,0.0,-38.835738501124354,0.0
RT,412,51,0.0,0.0,0.0,-38.81149626821184,0.0
RT,412,52,0.0,0.0,0.0,-39.47897079788106,0.0
RT,412,53,0.0,73.2104237,0.0,-40.67769833644988,0.0
RT,412,54,0.0,49.4834846,0.0,-41.09463790497301,0.0
RT,412,55,0.0,0.0,0.0,-41.1392368937162,0.0
RT,412,56,0.0,0.0,0.0,-39.79698857170314,0.0
RT,412,57,0.0,0.0,0.0,-39.69514190960115,0.0
RT,412,58,0.0,0.157839749,0.0,-41.29527072903642,0.0
RT,412,59,0.0,0.0,0.0,-35.84671551164956,0.0
RT,412,60,0.0,0.0160616302,0.0,-35.78600584469143,0.0
RT,412,61,0.0,0.0,0.0,-35.08363125281073,0.0
RT,412,62,0.0,0.0,0.0,-37.19125167293734,0.0
RT,412,63,0.0,0.0,0.0,-35.06481692884455,0.0
RT,412,64,0.0,0.0,0.0,-31.041217433227985,0.0
RT,412,65,0.0,0.101100129,0.0,-33.997709601934844,0.0
RT,412,66,0.0,0.0,0.0,-34.12215138791734,0.0
RT,412,67,0.0,0.0,0.0,-30.312264660847944,0.0
RT,412,68,0.0,0.0261286332,0.0,-29.32558037112551,0.0
RT,412,69,0.0,0.0,0.0,-22.863226381082256,0.0
RT,412,70,0.0,0.0,0.0,-21.687574171924553,0.0
RT,412,71,0.0,0.0,0.0,-15.997988423769584,0.0
RT,412,72,0.0,0.00992196022,0.0,-21.61910398367172,0.0
RT,412,73,0.0,0.0390533048,0.0,-24.299314674215623,0.0
RT,412,74,0.0,0.0,0.0,-25.42515898909548,0.0
RT,412,75,0.0,0.135906481,0.0,-26.086708076499917,0.0
RT,412,76,0.0,0.0827950475,0.0,-30.13972290700883,0.0
RT,412,77,0.0,0.0,0.0,-30.061480923900746,0.0
RT,412,78,0.0,0.0,0.0,-30.340110402288786,0.0
RT,412,79,0.0,0.152798309,0.0,-31.829615910550018,0.0
RT,412,80,0.0,0.0,0.0,-30.848112479798658,0.0
RT,412,81,0.0,0.0,0.0,-32.66056736711033,0.0
RT,412,82,0.0,0.0,0.0,-32.642435691057074,0.0
RT,412,83,0.0,0.0,0.0,-32.83034339685554,0.0
RT,412,84,0.0,0.108504978,0.0,-33.09765974416996,0.0
RT,412,85,0.0,0.0,0.0,-32.45267088278382,0.0
RT,412,86,0.0,0.0,0.0,-32.45267088278382,0.0
RT,412,87,0.0,0.0,0.0,-33.78927794719809,0.0
RT,412,88,0.0,0.0,0.0,-35.12544750305841,0.0
RT,412,89,0.0,0.108620389,0.0,-33.54505920578552,0.0
RT,412,90,0.0,0.0736414772,0.0,-34.92458510142228,0.0
RT,412,91,0.0,0.062438411,0.0,-37.22013434242828,0.0
RT,412,92,0.0,0.0,0.0,-38.2202406604969,0.0
RT,412,93,0.0,0.0,0.0,-39.30288114205621,0.0
RT,412,94,0.0,0.0,0.0,-37.13119241617335,0.0
RT,412,95,0.0,0.0,0.0,-34.967737018791155,0.0
RT,412,96,0.0,0.0,0.0,-33.27073697975953,0.0
RT,412,97,0.0,0.0,0.0,-37.02494539912746,0.0
RT,412,98,0.0,0.0,0.0,-42.21092993985306,0.0
RT,412,99,0.0,0.0381310182,0.0,-47.15542960165172,0.0
RT,412,100,0.0,0.0,0.0,-42.46639825505247,0.0
RT,412,101,0.0,0.0,0.0,-38.92024975123195,0.0
RT,412,102,0.0,0.0266211214,0.0,-55.805670034862544,0.0
RT,412,103,0.0,0.0,0.0,-61.53161468216936,0.0
RT,412,104,0.0,25.6454636,0.0,-62.14053255348438,0.0
RT,412,105,0.0,0.0,0.0,-60.86329292941005,0.0
RT,412,106,0.0,0.0,0.0,-69.50951086733122,0.0
RT,412,107,0.0,0.0,0.0,-63.36983360601246,0.0
RT,412,108,0.0,0.0,0.0,-63.88782787488954,0.0
RT,412,109,0.0,0.0,0.0,-65.41057474571123,0.0
RT,412,110,0.0,0.0,0.0,-65.41057474571123,0.0
RT,412,111,0.0,0.0,0.0,-64.32739568773091,0.0
RT,412,112,0.0,0.0224551479,0.0,-4.8378690657836785,0.0
RT,412,113,0.0,0.0,0.0,-3.7335382693033523,0.0
RT,412,114,0.0,0.0,0.0,-3.6835064039373435,0.0
RT,412,115,0.0,0.0,0.0,-30.128315584361758,0.0
RT,412,116,0.0,0.0,0.0,0.39899844277979923,0.0
RT,412,117,0.0,0.0,0.0,-25.525243631047204,0.0
RT,413,0,0.0,0.0,0.0,0.0,0.04303060301256956
RT,413,1,0.0,0.0,0.0,-0.2753505497687172,0.0
RT,413,2,0.0,0.0,0.0,-0.26755438784772423,0.0
RT,413,3,0.0,0.0,0.0,-1.4750730301896624,0.0
RT,413,4,0.0,0.0,0.0,-1.6176476002395077,0.0
RT,413,5,0.0,0.0313686369,0.0,-0.7728061313187311,0.0
RT,413,6,0.0,0.0,0.0,-0.7003137745389836,0.0
RT,413,7,0.0,0.0,0.0,-3.1382197142913526,0.0
RT,413,8,0.0,0.0,0.0,-3.133634302475855,0.0
RT,413,9,0.0,0.150341371,0.0,-3.1287933103296552,0.0
RT,413,10,0.0,0.0,0.0,-0.8716962212771193,0.0
RT,413,11,0.0,0.0,0.0,-0.7324916096357867,0.0
RT,413,12,0.0,0.0,0.0,-1.1437428816149122,0.0
RT,413,13,0.0,0.0,0.0,-1.430233044884318,0.0
RT,413,14,0.0,0.0,0.0,-3.991449992539401,0.0
RT,413,15,0.0,0.0,0.0,-1.5605988991728736,0.0
RT,413,16,0.0,0.0,0.0,-4.399050212870378,0.0
RT,413,17,0.0,0.0,0.0,-4.0467238252519735,0.0
RT,413,18,0.0,0.0,0.0,-4.3927022465395,0.0
RT,413,19,0.0,0.0,0.0,-4.2483016147540695,0.0
RT,413,20,0.0,0.0,0.0,-4.4999604945465705,0.0
RT,413,21,0.0,0.0,0.0,-5.10422990136604,0.0
RT,413,22,0.0,0.0,0.0,-6.465589679741015,0.0
RT,413,23,0.0,0.191866957,0.0,-8.789118151661711,0.0
RT,413,24,0.0,0.0,0.0,-5.635307209433705,0.0
RT,413,25,0.0,0.0268039684,0.0,-5.8541301937279115,0.0
RT,413,26,0.0,0.0237843739,0.0,-3.008535345127285,0.0
RT,413,27,0.0,0.0,0.0,-2.6633865298884984,0.0
RT,413,28,0.0,0.0,0.0,-2.6566254266450926,0.0
RT,413,29,0.0,0.0,0.0,-6.3452428233538285,0.0
RT,413,30,0.0,0.0359425707,0.0,-2.8395404422939805,0.0
RT,413,31,0.0,0.0,0.0,-3.392505049722672,0.0
RT,413,32,0.0,0.0,0.0,-7.251636046603863,0.0
RT,413,33,0.0,0.0,0.0,-11.538909257628234,0.0
RT,413,34,0.0,0.0,0.0,-11.348190447358661,0.0
RT,413,35,0.0,0.0,0.0,-11.347347032292333,0.0
RT,413,36,0.0,0.0,0.0,-11.73484181897777,0.0
RT,413,37,0.0,0.0,0.0,-12.79833063974499,0.0
RT,413,38,0.0,0.0,0.0,-13.308967525147068,0.0
RT,413,39,0.0,0.0,0.0,-14.588409583846072,0.0
RT,413,40,0.0,0.0,0.0,-15.734587181102171,0.0
RT,413,41,0.0,0.0769269733,0.0,-20.07692482914078,0.0
RT,413,42,0.0,0.0,0.0,-16.38209132141364,0.0
RT,413,43,0.0,0.0,0.0,-24.482668874686908,0.0
RT,413,44,0.0,0.0,0.0,-27.79308486823055,0.0
RT,413,45,0.0,0.0,0.0,-30.11313346110134,0.0
RT,413,46,0.0,0.0,0.0,-31.315047945796664,0.0
RT,413,47,0.0,0.0,0.0,-32.79247540398444,0.0
RT,413,48,0.0,0.0,0.0,-33.743959626778604,0.0
RT,413,49,0.0,0.0,0.0,-34.36139162816579,0.0
RT,413,50,0.0,0.0,0.0,-35.00537618917488,0.0
RT,413,51,0.0,0.0,0.0,-35.02486624108829,0.0
RT,413,52,0.0,0.0,0.0,-35.76549457031061,0.0
RT,413,53,0.0,73.2500407,0.0,-36.972614434903335,0.0
RT,413,54,0.0,49.4932708,0.0,-37.39364612458144,0.0
RT,413,55,0.0,0.0,0.0,-37.43947461915582,0.0
RT,413,56,0.0,0.0,0.0,-35.99293038632038,0.0
RT,413,57,0.0,0.0,0.0,-35.92865035428986,0.0
RT,413,58,0.0,0.165506786,0.0,-37.70316740551078,0.0
RT,413,59,0.0,0.0,0.0,-32.16396765210678,0.0
RT,413,60,0.0,0.0134834082,0.0,-32.07945646101797,0.0
RT,413,61,0.0,0.0,0.0,-31.39268589333932,0.0
RT,413,62,0.0,0.0,0.0,-33.54913357781521,0.0
RT,413,63,0.0,0.0,0.0,-31.396784444294212,0.0
RT,413,64,0.0,0.0,0.0,-27.37745759204097,0.0
RT,413,65,0.0,0.105136364,0.0,-30.18509926278483,0.0
RT,413,66,0.0,0.0,0.0,-30.39111066339879,0.0
RT,413,67,0.0,0.0,0.0,-26.39967883489254,0.0
RT,413,68,0.0,0.0447063334,0.0,-25.351117415759916,0.0
RT,413,69,0.0,0.0,0.0,-19.46983683019559,0.0
RT,413,70,0.0,0.0,0.0,-18.45569264885799,0.0
RT,413,71,0.0,0.0,0.0,-13.565455542334178,0.0
RT,413,72,0.0,0.0,0.0,-18.392157264615975,0.0
RT,413,73,0.0,0.04087311,0.0,-20.603240893717413,0.0
RT,413,74,0.0,0.0,0.0,-21.59059405970686,0.0
RT,413,75,0.0,0.11504116,0.0,-22.003726429586266,0.0
RT,413,76,0.0,0.0837992806,0.0,-25.499203614247705,0.0
RT,413,77,0.0,0.0,0.0,-25.41481737668022,0.0
RT,413,78,0.0,0.0,0.0,-25.652837154470262,0.0
RT,413,79,0.0,0.168186043,0.0,-26.979974633357813,0.0
RT,413,80,0.0,0.0,0.0,-26.60460847001491,0.0
RT,413,81,0.0,0.0,0.0,-27.300750951993535,0.0
RT,413,82,0.0,0.0,0.0,-27.169201475491178,0.0
RT,413,83,0.0,0.0,0.0,-27.16717470514652,0.0
RT,413,84,0.0,0.101987694,0.0,-27.330650109296187,0.0
RT,413,85,0.0,0.0,0.0,-26.728183525239245,0.0
RT,413,86,0.0,0.0,0.0,-26.728183525239245,0.0
RT,413,87,0.0,0.0,0.0,-27.82156845989965,0.0
RT,413,88,0.0,0.0,0.0,-28.961379884731656,0.0
RT,413,89,0.0,0.102859328,0.0,-27.43995053980342,0.0
RT,413,90,0.0,0.0842049834,0.0,-28.661966064947563,0.0
RT,413,91,0.0,0.046734947,0.0,-30.82869661978009,0.0
RT,413,92,0.0,0.0,0.0,-31.804530384321197,0.0
RT,413,93,0.0,0.0,0.0,-32.851758076969645,0.0
RT,413,94,0.0,0.0,0.0,-31.03359632838209,0.0
RT,413,95,0.0,0.0,0.0,-29.27789462776522,0.0
RT,413,96,0.0,0.0,0.0,-28.000899767220204,0.0
RT,413,97,0.0,0.0,0.0,-31.21178404986034,0.0
RT,413,98,0.0,0.0,0.0,-35.49327501567558,0.0
RT,413,99,0.0,0.0239748516,0.0,-39.645133021367286,0.0
RT,413,100,0.0,0.0,0.0,-35.46427820269224,0.0
RT,413,101,0.0,0.0,0.0,-32.328563044093585,0.0
RT,413,102,0.0,0.0,0.0,-47.85775730608063,0.0
RT,413,103,0.0,0.0,0.0,-53.99531647932369,0.0
RT,413,104,0.0,25.6059164,0.0,-54.674524082548245,0.0
RT,413,105,0.0,0.0,0.0,-53.431669538518776,0.0
RT,413,106,0.0,0.0,0.0,-62.126251010684356,0.0
RT,413,107,0.0,0.0,0.0,-55.89068837911782,0.0
RT,413,108,0.0,0.0,0.0,-56.40235264402651,0.0
RT,413,109,0.0,0.0,0.0,-57.89831592435051,0.0
RT,413,110,0.0,0.0,0.0,-57.89831592435051,0.0
RT,413,111,0.0,0.0,0.0,-56.883243076476305,0.0
RT,413,112,0.0,0.0172430303,0.0,-4.231939631529542,0.0
RT,413,113,0.0,0.0,0.0,-3.005279739607886,0.0
RT,413,114,0.0,0.0,0.0,-2.958882560596095,0.0
RT,413,115,0.0,0.0,0.0,-26.225866175798785,0.0
RT,413,116,0.0,0.0,0.0,-0.07941130171499822,0.0
RT,413,117,0.0,0.0,0.0,-21.587973006386534,0.0
RT,414,0,0.0,0.0,0.0,0.0,0.0
RT,414,1,0.0,0.0,0.0,-0.3781107062257547,0.0
RT,414,2,0.0,0.0,0.0,-0.3369609395479358,0.0
RT,414,3,0.0,0.0,0.0,-1.6462129042596132,0.0
RT,414,4,0.0,0.0,0.0,-1.7877358998262594,0.0
RT,414,5,0.0,0.0591135872,0.0,-0.9437696182289415,0.0
RT,414,6,0.0,0.0,0.0,-0.8687280679233425,0.0
RT,414,7,0.0,0.0,0.0,-3.3286502426351205,0.0
RT,414,8,0.0,0.0,0.0,-3.3242186999951002,0.0
RT,414,9,0.0,0.14529648,0.0,-3.319540153339119,0.0
RT,414,10,0.0,0.0,0.0,-1.0433104110108218,0.0
RT,414,11,0.0,0.0,0.0,-0.8946703916877254,0.0
RT,414,12,0.0,0.0,0.0,-1.3363015971424659,0.0
RT,414,13,0.0,0.0,0.0,-1.6143745047978655,0.0
RT,414,14,0.0,0.0,0.0,-4.2274256891079744,0.0
RT,414,15,0.0,0.0,0.0,-1.7523372768745844,0.0
RT,414,16,0.0,0.0,0.0,-4.640204240612121,0.0
RT,414,17,0.0,0.0,0.0,-4.294321913708586,0.0
RT,414,18,0.0,0.012207976,0.0,-4.637119440422396,0.0
RT,414,19,0.0,0.0,0.0,-4.518536953781307,0.0
RT,414,20,0.0,0.0,0.0,-4.784037080742166,0.0
RT,414,21,0.0,0.0,0.0,-5.399771938014737,0.0
RT,414,22,0.0,0.0,0.0,-6.774834250795578,0.0
RT,414,23,0.0,0.0890602303,0.0,-9.115050637894882,0.0
RT,414,24,0.0,0.0,0.0,-5.92452285343245,0.0
RT,414,25,0.0,0.050675619,0.0,-6.123108170726908,0.0
RT,414,26,0.0,0.0179438515,0.0,-3.319845183393653,0.0
RT,414,27,0.0,0.0,0.0,-2.972991819172762,0.0
RT,414,28,0.0,0.0,0.0,-2.9592174321055325,0.0
RT,414,29,0.0,0.0,0.0,-6.569299091254379,0.0
RT,414,30,0.0,0.080697442,0.0,-3.1371269801875314,0.0
RT,414,31,0.0,0.0,0.0,-3.698860322814568,0.0
RT,414,32,0.0,0.0,0.0,-7.472942649973049,0.0
RT,414,33,0.0,0.0,0.0,-11.73322875517158,0.0
RT,414,34,0.0,0.0,0.0,-11.547476867239567,0.0
RT,414,35,0.0,0.0,0.0,-11.546619205770753,0.0
RT,414,36,0.0,0.0,0.0,-11.928945881354622,0.0
RT,414,37,0.0,0.0,0.0,-13.006411979866527,0.0
RT,414,38,0.0,0.0,0.0,-13.467916026442367,0.0
RT,414,39,0.0,0.0,0.0,-14.722062242926057,0.0
RT,414,40,0.0,0.0,0.0,-15.846320980568805,0.0
RT,414,41,0.0,0.0892933019,0.0,-20.11190341077159,0.0
RT,414,42,0.0,0.0,0.0,-16.492217889310353,0.0
RT,414,43,0.0,0.0,0.0,-24.455742445462135,0.0
RT,414,44,0.0,0.0,0.0,-27.711222499026064,0.0
RT,414,45,0.0,0.0,0.0,-30.005562435728223,0.0
RT,414,46,0.0,0.0,0.0,-31.214840897462352,0.0
RT,414,47,0.0,0.0,0.0,-32.621166983547255,0.0
RT,414,48,0.0,0.0,0.0,-33.55238671726346,0.0
RT,414,49,0.0,0.0,0.0,-34.242854379759905,0.0
RT,414,50,0.0,0.0,0.0,-34.98421086559932,0.0
RT,414,51,0.0,0.0,0.0,-35.033843578036624,0.0
RT,414,52,0.0,0.0,0.0,-35.84886316069981,0.0
RT,414,53,7.952404631296133,73.2680089,0.0,-37.10250698613362,0.0
RT,414,54,0.0,49.5054114,0.0,-37.4261440708043,0.0
RT,414,55,0.0,0.0,0.0,-37.528635672130605,0.0
RT,414,56,0.0,0.0,0.0,-35.99724207309234,0.0
RT,414,57,0.0,0.0,0.0,-35.95614586587658,0.0
RT,414,58,0.0,0.147314546,0.0,-37.8943966021599,0.0
RT,414,59,0.0,0.0,0.0,-32.38700370026817,0.0
RT,414,60,0.0,0.0941745377,0.0,-32.30706301514127,0.0
RT,414,61,0.0,0.0,0.0,-31.595023136468,0.0
RT,414,62,0.0,0.0,0.0,-33.75667349885475,0.0
RT,414,63,0.0,0.0,0.0,-31.612775517867647,0.0
RT,414,64,0.0,0.0,0.0,-27.593120819649357,0.0
RT,414,65,0.0,0.1165869,0.0,-30.247410305645673,0.0
RT,414,66,0.0,0.0,0.0,-30.52334117697157,0.0
RT,414,67,0.0,0.0,0.0,-26.682713154113458,0.0
RT,414,68,0.0,0.0314899707,0.0,-25.642876792034286,0.0
RT,414,69,0.0,0.0,0.0,-19.832149148815745,0.0
RT,414,70,0.0,0.0,0.0,-18.817662269206153,0.0
RT,414,71,0.0,0.0,0.0,-13.919642286562038,0.0
RT,414,72,0.0,0.00441986116,0.0,-18.755651631625227,0.0
RT,414,73,0.0,0.023009168,0.0,-20.99548483886926,0.0
RT,414,74,0.0,0.0,0.0,-21.983364741130828,0.0
RT,414,75,0.0,0.0835352028,0.0,-22.44524763905423,0.0
RT,414,76,0.0,0.0568149903,0.0,-25.966888028464183,0.0
RT,414,77,0.0,0.0,0.0,-25.88705416439774,0.0
RT,414,78,0.0,0.0,0.0,-26.128484510263547,0.0
RT,414,79,0.0,0.163658501,0.0,-27.456670614902464,0.0
RT,414,80,0.0,0.0,0.0,-26.956033795860634,0.0
RT,414,81,0.0,0.0,0.0,-27.882241141516346,0.0
RT,414,82,0.0,0.0,0.0,-27.77941468859035,0.0
RT,414,83,0.0,0.0,0.0,-27.819112677793726,0.0
RT,414,84,0.0,0.102818023,0.0,-28.00059207322502,0.0
RT,414,85,0.0,0.0,0.0,-27.40925484319598,0.0
RT,414,86,0.0,0.0,0.0,-27.41407447290021,0.0
RT,414,87,0.0,0.0,0.0,-28.521134535695353,0.0
RT,414,88,0.0,0.0,0.0,-29.670681235399996,0.0
RT,414,89,0.0,0.071511235,0.0,-28.172426263270125,0.0
RT,414,90,0.0,0.0826572868,0.0,-29.38707411419503,0.0
RT,414,91,0.0,0.057443504,0.0,-31.538324577920775,0.0
RT,414,92,0.0,0.0,0.0,-32.49581049347091,0.0
RT,414,93,0.0,0.0,0.0,-33.52438745462061,0.0
RT,414,94,0.0,0.0,0.0,-31.678012553940363,0.0
RT,414,95,0.0,0.0,0.0,-29.879395362553396,0.0
RT,414,96,0.0,0.0,0.0,-28.54386176445297,0.0
RT,414,97,0.0,0.0,0.0,-31.788828951601886,0.0
RT,414,98,0.0,0.0,0.0,-36.15718118602612,0.0
RT,414,99,0.0,0.0303356361,0.0,-40.3690089505879,0.0
RT,414,100,0.0,0.0,0.0,-36.187499726803026,0.0
RT,414,101,0.0,0.0,0.0,-33.04331380782773,0.0
RT,414,102,0.0,0.0,0.0,-48.64554195075743,0.0
RT,414,103,0.0,0.0,0.0,-54.83720872780664,0.0
RT,414,104,0.0,25.6144521,0.0,-55.5501021470766,0.0
RT,414,105,0.0,0.0,0.0,-54.28997488318828,0.0
RT,414,106,0.0,0.0,0.0,-63.00899886378011,0.0
RT,414,107,0.0,0.0,0.0,-56.708833624448616,0.0
RT,414,108,0.0,0.0,0.0,-57.19678478244336,0.0
RT,414,109,0.0,0.0,0.0,-58.62805513033359,0.0
RT,414,110,0.0,0.0,0.0,-58.62805513033359,0.0
RT,414,111,0.0,0.0,0.0,-57.626917302094085,0.0
RT,414,112,0.0,0.00206977163,0.0,-4.482414404065821,0.0
RT,414,113,0.0,0.0,0.0,-3.316818010741258,0.0
RT,414,114,0.0,0.0,0.0,-3.2710351874320622,0.0
RT,414,115,0.0,0.0,0.0,-26.51128670429634,0.0
RT,414,116,0.0,0.0,0.0,-0.25055598013656777,0.0
RT,414,117,0.0,0.0,0.0,-22.006318316306988,0.0
RT,415,0,0.0,0.0,0.0,0.0,0.0
RT,415,1,0.0,0.0,0.0,-0.38092040329053134,0.0
RT,415,2,0.0,0.0,0.0,-0.3395916320937715,0.0
RT,415,3,0.0,0.0,0.0,-1.6589777399594254,0.0
RT,415,4,0.0,0.0,0.0,-1.8017538054283762,0.0
RT,415,5,0.0,0.0684140458,0.0,-0.966880703451011,0.0
RT,415,6,0.0,0.0,0.0,-0.8851843622907722,0.0
RT,415,7,0.0,0.0,0.0,-3.3480426585348084,0.0
RT,415,8,0.0,0.0,0.0,-3.3452649152262666,0.0
RT,415,9,0.0,0.127680209,0.0,-3.342332346880852,0.0
RT,415,10,0.0,0.0,0.0,-1.050015825711256,0.0
RT,415,11,0.0,0.0,0.0,-0.9013908124720729,0.0
RT,415,12,0.0,0.0,0.0,-1.3377220650206425,0.0
RT,415,13,0.0,0.0,0.0,-1.6176079445672826,0.0
RT,415,14,0.0,0.0,0.0,-4.225868304295943,0.0
RT,415,15,0.0,0.0,0.0,-1.7566592846695244,0.0
RT,415,16,0.0,0.0,0.0,-4.647307514542746,0.0
RT,415,17,0.0,0.0,0.0,-4.294191362863785,0.0
RT,415,18,0.0,0.0086595731,0.0,-4.633579012192399,0.0
RT,415,19,0.0,0.0,0.0,-4.513467658382382,0.0
RT,415,20,0.0,0.0,0.0,-4.780560286079407,0.0
RT,415,21,0.0,0.0,0.0,-5.400515598367434,0.0
RT,415,22,0.0,0.0,0.0,-6.785307150560527,0.0
RT,415,23,0.0,0.0777023671,0.0,-9.135845335284102,0.0
RT,415,24,0.0,0.0,0.0,-5.935444511422162,0.0
RT,415,25,0.0,0.0619662152,0.0,-6.138865682995004,0.0
RT,415,26,0.0,0.00630066766,0.0,-3.3112566748634435,0.0
RT,415,27,0.0,0.0,0.0,-2.9630522927919287,0.0
RT,415,28,0.0,0.0,0.0,-2.950622170963584,0.0
RT,415,29,0.0,0.0,0.0,-6.597192726327705,0.0
RT,415,30,0.0,0.06773784,0.0,-3.1304080922900255,0.0
RT,415,31,0.0,0.0,0.0,-3.6929795675407604,0.0
RT,415,32,0.0,0.0,0.0,-7.46821518302491,0.0
RT,415,33,0.0,0.0444038064,0.0,-11.722175437693664,0.0
RT,415,34,0.0,0.0,0.0,-11.537282182692422,0.0
RT,415,35,0.0,0.0,0.0,-11.53545515560603,0.0
RT,415,36,0.0,0.0,0.0,-11.926374230772353,0.0
RT,415,37,0.0,0.0,0.0,-13.079969458938251,0.0
RT,415,38,0.0,0.0,0.0,-13.413361341848486,0.0
RT,415,39,0.0,0.0,0.0,-14.640726079918267,0.0
RT,415,40,0.0,0.0,0.0,-15.744495157450785,0.0
RT,415,41,0.0,0.115174523,0.0,-19.962110064753546,0.0
RT,415,42,0.0,0.0,0.0,-16.35465907922091,0.0
RT,415,43,0.0,0.0,0.0,-24.1413149422915,0.0
RT,415,44,0.0,0.0,0.0,-27.33440545110409,0.0
RT,415,45,0.0,0.0,0.0,-29.610282664247904,0.0
